symbol,token,name
PYRAMID-EQ,18250,PYRAMID
SPAL-EQ,18252,SPAL
RATNAVEER-EQ,18423,RATNAVEER
RRKABEL-EQ,18566,RRKABEL
NUVAMA-EQ,18721,NUVAMA
MAZDA-EQ,18866,MAZDA
SJVN-EQ,18883,SJVN
KIOCL-EQ,19126,KIOCL
IMFA-EQ,19235,IMFA
ARVIND-EQ,193,ARVIND
ITDC-EQ,19299,ITDC
BHANDARI-EQ,19556,BHANDARI
BLUEJET-EQ,19686,BLUEJET
JITFINFRA-EQ,19691,JITFINFRA
CELLO-EQ,19795,CELLO
ORISSAMINE-EQ,19931,ORISSAMINE
ASKAUTOLTD-EQ,20152,ASKAUTOLTD
PRESTIGE-EQ,20302,PRESTIGE
INDIASHLTR-EQ,20556,INDIASHLTR
SCHAND-EQ,20698,SCHAND
SUMEETINDS-EQ,20790,SUMEETINDS
SURAJEST-EQ,20822,SURAJEST
HUDCO-EQ,20825,HUDCO
MUTHOOTMF-EQ,20831,MUTHOOTMF
MUFTI-EQ,20878,MUFTI
MANGLMCEM-EQ,2106,MANGLMCEM
MARALOVER-EQ,2112,MARALOVER
KICL-EQ,21119,KICL
RAJMET-EQ,2168,RAJMET
EBBETF0431-EQ,22239,EBBETF0431
HEALTHADD-EQ,22592,HEALTHADD
MOTOGENFIN-EQ,2268,MOTOGENFIN
VSTL-EQ,22730,VSTL
HLEGLAS-EQ,2289,HLEGLAS
PVSL-EQ,23142,PVSL
BALUFORGE-EQ,23607,BALUFORGE
GVPTECH-EQ,10865,GVPTECH
INDIGO-EQ,11195,INDIGO
GTECJAINX-EQ,1129,GTECJAINX
JSL-EQ,11236,JSL
APOLLO-EQ,1134,APOLLO
LUXIND-EQ,11301,LUXIND
PETRONET-EQ,11351,PETRONET
DHANBANK-EQ,11359,DHANBANK
BANKBEES-EQ,11439,BANKBEES
GIPCL-EQ,1145,GIPCL
NV20-EQ,11457,NV20
GLAXO-EQ,1153,GLAXO
NIITLTD-EQ,11522,NIITLTD
FORCEMOT-EQ,11573,FORCEMOT
DWARKESH-EQ,11667,DWARKESH
HPIL-EQ,11796,HPIL
WELCORP-EQ,11821,WELCORP
YESBANK-EQ,11915,YESBANK
MSPL-EQ,11919,MSPL
SPLIL-EQ,11935,SPLIL
SYNCOMF-EQ,11992,SYNCOMF
GREAVESCOT-EQ,1235,GREAVESCOT
AMBUJACEM-EQ,1270,AMBUJACEM
ROUTE-EQ,128,ROUTE
V1NSETEST-EQ,12863,V1NSETEST
VIMTALABS-EQ,13101,VIMTALABS
EBBETF0433-EQ,13139,EBBETF0433
AFSL-EQ,13288,AFSL
GALLANTT-EQ,13337,GALLANTT
UTTAMSUGAR-EQ,13376,UTTAMSUGAR
PIONEEREMB-EQ,13463,PIONEEREMB
MUNJALAU-EQ,13511,MUNJALAU
TALBROAUTO-EQ,13648,TALBROAUTO
VISHWARAJ-EQ,13702,VISHWARAJ
MANALIPETC-EQ,13796,MANALIPETC
GREENPANEL-EQ,13810,GREENPANEL
MMFL-EQ,13844,MMFL
PARACABLES-EQ,13951,PARACABLES
SANGHVIMOV-EQ,14058,SANGHVIMOV
BTML-EQ,14150,BTML
NINSYS-EQ,14194,NINSYS
FSL-EQ,14304,FSL
GODREJAGRO-EQ,144,GODREJAGRO
NAHARPOLY-EQ,14445,NAHARPOLY
DISHTV-EQ,14537,DISHTV
ZENITHSTL-EQ,14562,ZENITHSTL
TGBHOTELS-EQ,14607,TGBHOTELS
HILTON-EQ,14627,HILTON
011NSETEST-EQ,14747,011NSETEST
051NSETEST-EQ,14758,051NSETEST
131NSETEST-EQ,14778,131NSETEST
141NSETEST-EQ,14781,141NSETEST
151NSETEST-EQ,14782,151NSETEST
LOWVOL-EQ,14786,LOWVOL
USK-EQ,14871,USK
CENTRALBK-EQ,14894,CENTRALBK
SAHYADRI-EQ,14900,SAHYADRI
KDDL-EQ,14908,KDDL
LAL-EQ,14924,LAL
BLAL-EQ,15067,BLAL
ADANIPORTS-EQ,15083,ADANIPORTS
SILVERBETA-EQ,15085,SILVERBETA
DVL-EQ,15214,DVL
VIRINCHI-EQ,15295,VIRINCHI
SADHNANIQ-EQ,15343,SADHNANIQ
ACL-EQ,15420,ACL
TITAGARH-EQ,15414,TITAGARH
GMMPFAUDLR-EQ,1570,GMMPFAUDLR
PRINCEPIPE-EQ,16045,PRINCEPIPE
LINDEINDIA-EQ,1627,LINDEINDIA
SUNDROP-EQ,1663,SUNDROP
DIGISPICE-EQ,16683,DIGISPICE
BAJAJ-AUTO-EQ,16669,BAJAJ-AUTO
IVP-EQ,1681,IVP
TOUCHWOOD-EQ,16908,TOUCHWOOD
ALKALI-EQ,16959,ALKALI
GATECHDVR-EQ,17,GATECHDVR
CROMPTON-EQ,17094,CROMPTON
CYIENTDLM-EQ,17187,CYIENTDLM
SETFGOLD-EQ,17272,SETFGOLD
NAGAFERT-EQ,17295,NAGAFERT
GKWLIMITED-EQ,17357,GKWLIMITED
NHPC-EQ,17400,NHPC
SHILPAMED-EQ,17752,SHILPAMED
REFEX-EQ,17764,REFEX
LLOYDSENGG-EQ,17801,LLOYDSENGG
COHANCE-EQ,17945,COHANCE
AWHCL-EQ,1797,AWHCL
TRF-EQ,17987,TRF
CONCORDBIO-EQ,18060,CONCORDBIO
SRGHFL-EQ,18119,SRGHFL
KAMATHOTEL-EQ,1826,KAMATHOTEL
JLHL-EQ,18553,JLHL
ICICIPRULI-EQ,18652,ICICIPRULI
KALAMANDIR-EQ,18755,KALAMANDIR
STYRENIX-EQ,19,STYRENIX
KINGFA-EQ,18944,KINGFA
KOTAKBANK-EQ,1922,KOTAKBANK
MON500INAV-EQ,19248,MON500INAV
KREBSBIO-EQ,1937,KREBSBIO
CAPTRUST-EQ,19447,CAPTRUST
BSE-EQ,19585,BSE
ITETF-EQ,19633,ITETF
MUFIN-EQ,19783,MUFIN
AMNPLST-EQ,19867,AMNPLST
KILITCH-EQ,19937,KILITCH
URJA-EQ,20203,URJA
M&M-EQ,2031,M&M
FLAIR-EQ,20372,FLAIR
COALINDIA-EQ,20374,COALINDIA
HOMEFIRST-EQ,2056,HOMEFIRST
GRAVITA-EQ,20534,GRAVITA
PENIND-EQ,20621,PENIND
MOTISONS-EQ,20788,MOTISONS
ZEELEARN-EQ,20852,ZEELEARN
RKDL-EQ,20950,RKDL
STOVEKRAFT-EQ,2107,STOVEKRAFT
SHEKHAWATI-EQ,21095,SHEKHAWATI
JYOTICNC-EQ,21334,JYOTICNC
GANGESSECU-EQ,21399,GANGESSECU
SIS-EQ,21501,SIS
COMSYN-EQ,21578,COMSYN
SBILIFE-EQ,21808,SBILIFE
DIAMONDYD-EQ,21840,DIAMONDYD
BANKBETF-EQ,21986,BANKBETF
WORTHPERI-EQ,22277,WORTHPERI
TIRUPATIFL-EQ,22282,TIRUPATIFL
ALPL30IETF-EQ,22344,ALPL30IETF
TOTAL-EQ,22423,TOTAL
SIGNPOST-EQ,22656,SIGNPOST
LICNMID100-EQ,22722,LICNMID100
SMALLCAP-EQ,22832,SMALLCAP
MURUDCERA-EQ,2313,MURUDCERA
SCILAL-EQ,23127,SCILAL
RACE-EQ,15391,RACE
MGEL-EQ,1593,MGEL
ANDHRAPAP-EQ,166,ANDHRAPAP
ANIKINDS-EQ,16657,ANIKINDS
KIRIINDUS-EQ,16639,KIRIINDUS
LOTUSEYE-EQ,16807,LOTUSEYE
ARTEMISMED-EQ,16913,ARTEMISMED
JOCIL-EQ,16927,JOCIL
SHRIPISTON-EQ,17186,SHRIPISTON
AJMERA-EQ,17307,AJMERA
LLOYDSME-EQ,17313,LLOYDSME
SETF10GILT-EQ,17395,SETF10GILT
EXPLEOSOL-EQ,17486,EXPLEOSOL
MOLDTECH-EQ,17625,MOLDTECH
SUNTECK-EQ,17641,SUNTECK
POKARNA-EQ,17651,POKARNA
GPTINFRA-EQ,17685,GPTINFRA
DEN-EQ,17722,DEN
YATHARTH-EQ,17738,YATHARTH
SOMICONVEY-EQ,17794,SOMICONVEY
QUAL30IETF-EQ,17808,QUAL30IETF
JYOTISTRUC-EQ,1802,JYOTISTRUC
KAJARIACER-EQ,1808,KAJARIACER
YASHO-EQ,18131,YASHO
EMMBI-EQ,18142,EMMBI
KECL-EQ,18220,KECL
HNGSNGBEES-EQ,18284,HNGSNGBEES
NIM150INAV-EQ,18353,NIM150INAV
PERSISTENT-EQ,18365,PERSISTENT
ISFT-EQ,18479,ISFT
DIAMINESQ-EQ,18644,DIAMINESQ
MARATHON-EQ,18659,MARATHON
VERTOZ-EQ,18863,VERTOZ
KSL-EQ,18889,KSL
PNBHOUSING-EQ,18908,PNBHOUSING
UNIVASTU-EQ,18977,UNIVASTU
PODDARMENT-EQ,19036,PODDARMENT
AARTISURF-EQ,19233,AARTISURF
LIQUIDETF-EQ,1927,LIQUIDETF
TERASOFT-EQ,19292,TERASOFT
SPCENET-EQ,19372,SPCENET
PRICOLLTD-EQ,19631,PRICOLLTD
GPPL-EQ,19731,GPPL
LIBERTSHOE-EQ,1994,LIBERTSHOE
CPCAP-EQ,20086,CPCAP
GREENPOWER-EQ,20110,GREENPOWER
ARIHANTSUP-EQ,20159,ARIHANTSUP
WABAG-EQ,20188,WABAG
WIPL-EQ,20481,WIPL
ASHOKLEY-EQ,212,ASHOKLEY
MFSL-EQ,2142,MFSL
PALASHSECU-EQ,21383,PALASHSECU
MOM100-EQ,21423,MOM100
TATSILV-EQ,21428,TATSILV
APEX-EQ,21623,APEX
NDRAUTO-EQ,22255,NDRAUTO
MODIRUBBER-EQ,2229,MODIRUBBER
MACPOWER-EQ,22347,MACPOWER
PENINLAND-EQ,2256,PENINLAND
JUNIPER-EQ,22824,JUNIPER
GPTHEALTH-EQ,22846,GPTHEALTH
HAL-EQ,2303,HAL
JGCHEM-EQ,23056,JGCHEM
MOREALTY-EQ,23184,MOREALTY
TARACHAND-EQ,23512,TARACHAND
MUTHOOTFIN-EQ,23650,MUTHOOTFIN
INDGN-EQ,23693,INDGN
ABSLPSE-EQ,23806,ABSLPSE
NAVNETEDUL-EQ,2385,NAVNETEDUL
NAVKARCORP-EQ,10557,NAVKARCORP
RAMAPHO-EQ,10568,RAMAPHO
TCI-EQ,10580,TCI
MOM30IETF-EQ,10585,MOM30IETF
PNB-EQ,10666,PNB
SPORTKING-EQ,10733,SPORTKING
APTECHT-EQ,10755,APTECHT
OAL-EQ,10768,OAL
GRMOVER-EQ,10871,GRMOVER
OMAXAUTO-EQ,10922,OMAXAUTO
DCMNVL-EQ,11039,DCMNVL
SATIA-EQ,11045,SATIA
LIBAS-EQ,11082,LIBAS
SUVEN-EQ,11233,SUVEN
WELSPUNLIV-EQ,11253,WELSPUNLIV
JAIBALAJI-EQ,11256,JAIBALAJI
DREDGECORP-EQ,11271,DREDGECORP
SIL-EQ,11297,SIL
GINNIFILA-EQ,1142,GINNIFILA
GLFL-EQ,1156,GLFL
CENTEXT-EQ,11511,CENTEXT
NARMADA-EQ,11627,NARMADA
SUPRAJIT-EQ,11689,SUPRAJIT
GNFC-EQ,1174,GNFC
PATELENG-EQ,11699,PATELENG
JSWSTEEL-EQ,11723,JSWSTEEL
JINDALPHOT-EQ,11743,JINDALPHOT
FUSION-EQ,11932,FUSION
KANSAINER-EQ,1196,KANSAINER
GOLDIAM-EQ,11971,GOLDIAM
KAYNES-EQ,12092,KAYNES
HNDFDS-EQ,12173,HNDFDS
ZIMLAB-EQ,12384,ZIMLAB
FINIETF-EQ,12578,FINIETF
TEAMLEASE-EQ,12716,TEAMLEASE
SARVESHWAR-EQ,12913,SARVESHWAR
NPBET-EQ,12978,NPBET
IIFLCAPS-EQ,13072,IIFLCAPS
QUICKHEAL-EQ,13116,QUICKHEAL
REPRO-EQ,13126,REPRO
COMMOIETF-EQ,13198,COMMOIETF
SADBHAV-EQ,13236,SADBHAV
SOLARINDS-EQ,13332,SOLARINDS
VAKRANGEE-EQ,13342,VAKRANGEE
HEG-EQ,1336,HEG
JKLAKSHMI-EQ,13491,JKLAKSHMI
ATLANTAA-EQ,13585,ATLANTAA
ELECON-EQ,13643,ELECON
ALICON-EQ,13656,ALICON
MADHUCON-EQ,13671,MADHUCON
HCC-EQ,1375,HCC
BBL-EQ,13761,BBL
BANCOINDIA-EQ,13880,BANCOINDIA
NFL-EQ,13925,NFL
HBLENGINE-EQ,13966,HBLENGINE
HINDOILEXP-EQ,1403,HINDOILEXP
TIMKEN-EQ,14198,TIMKEN
HINDZINC-EQ,1424,HINDZINC
HDFCBSE500-EQ,14230,HDFCBSE500
TTL-EQ,14314,TTL
PAGEIND-EQ,14413,PAGEIND
LAOPALA-EQ,14423,LAOPALA
DIVGIITTS-EQ,14479,DIVGIITTS
GOKULAGRO-EQ,14480,GOKULAGRO
NCLIND-EQ,14490,NCLIND
FORTIS-EQ,14592,FORTIS
AKZOINDIA-EQ,1467,AKZOINDIA
GUJAPOLLO-EQ,14677,GUJAPOLLO
TIMETECHNO-EQ,14707,TIMETECHNO
AXSENSEX-EQ,14742,AXSENSEX
ADVANIHOTR-EQ,14745,ADVANIHOTR
NELCAST-EQ,14761,NELCAST
ADSL-EQ,14813,ADSL
WSI-EQ,14828,WSI
IFCI-EQ,1491,IFCI
GSEC10YEAR-EQ,14938,GSEC10YEAR
CCCL-EQ,14992,CCCL
RELIGARE-EQ,15068,RELIGARE
EDELWEISS-EQ,15119,EDELWEISS
MADHAV-EQ,15151,MADHAV
INDIAGLYCO-EQ,1521,INDIAGLYCO
PATINTLOG-EQ,15219,PATINTLOG
LICNFNHGP-EQ,15229,LICNFNHGP
KNRCON-EQ,15283,KNRCON
RECLTD-EQ,15355,RECLTD
NAHARCAP-EQ,15360,NAHARCAP
SIGMA-EQ,16658,SIGMA
ITI-EQ,1675,ITI
GVT&D-EQ,16783,GVT&D
ARCHIDPLY-EQ,16795,ARCHIDPLY
DPWIRES-EQ,16900,DPWIRES
SINDHUTRAD-EQ,16859,SINDHUTRAD
HMAAGRO-EQ,17053,HMAAGRO
MIDCAPIETF-EQ,17152,MIDCAPIETF
MHRIL-EQ,17333,MHRIL
JINDALPOLY-EQ,1756,JINDALPOLY
VIJIFIN-EQ,17691,VIJIFIN
BAYERCROP-EQ,17927,BAYERCROP
BEARDSELL-EQ,17933,BEARDSELL
MMTC-EQ,17957,MMTC
MINDTECK-EQ,18049,MINDTECK
DBL-EQ,18086,DBL
VASCONEQ-EQ,18110,VASCONEQ
KPIL-EQ,1814,KPIL
BALKRISHNA-EQ,10181,BALKRISHNA
CONFIPET-EQ,10238,CONFIPET
NGLFINE-EQ,10277,NGLFINE
KRBL-EQ,10577,KRBL
SADBHIN-EQ,10618,SADBHIN
PONNIERODE-EQ,10661,PONNIERODE
MNC-EQ,10676,MNC
INDIAMART-EQ,10726,INDIAMART
MOQUALITY-EQ,10822,MOQUALITY
RADICO-EQ,10990,RADICO
LIQUIDBEES-EQ,11006,LIQUIDBEES
GHCL-EQ,1127,GHCL
BAGFILMS-EQ,11226,BAGFILMS
UPL-EQ,11287,UPL
BIOCON-EQ,11373,BIOCON
POONAWALLA-EQ,11403,POONAWALLA
DATAMATICS-EQ,11423,DATAMATICS
HDFCMOMENT-EQ,11538,HDFCMOMENT
HDFCLOWVOL-EQ,11547,HDFCLOWVOL
DCI-EQ,11566,DCI
LINCOLN-EQ,11596,LINCOLN
KOTARISUG-EQ,11647,KOTARISUG
GOKEX-EQ,11778,GOKEX
GODFRYPHLP-EQ,1181,GODFRYPHLP
GLAND-EQ,1186,GLAND
CYBERMEDIA-EQ,11842,CYBERMEDIA
MEDANTA-EQ,11956,MEDANTA
IMPAL-EQ,12009,IMPAL
AEROENTER-EQ,12015,AEROENTER
HDFCNIFIT-EQ,12101,HDFCNIFIT
HDFCPVTBAN-EQ,12108,HDFCPVTBAN
GSFC-EQ,1247,GSFC
MBAPL-EQ,12686,MBAPL
N1NSETEST-EQ,12848,N1NSETEST
GSEC10IETF-EQ,13143,GSEC10IETF
NITCO-EQ,13300,NITCO
GPIL-EQ,13409,GPIL
ELIN-EQ,13423,ELIN
NECCLTD-EQ,13522,NECCLTD
GRINDWELL-EQ,13560,GRINDWELL
AVONMORE-EQ,13557,AVONMORE
ANDHRSUGAR-EQ,136,ANDHRSUGAR
SKYGOLD-EQ,13631,SKYGOLD
JMFINANCIL-EQ,13637,JMFINANCIL
SHIVAMAUTO-EQ,13756,SHIVAMAUTO
TORNTPOWER-EQ,13786,TORNTPOWER
KAMOPAINTS-EQ,13814,KAMOPAINTS
PRAENG-EQ,13941,PRAENG
ABSLBANETF-EQ,13987,ABSLBANETF
SBGLP-EQ,14139,SBGLP
UNOMINDA-EQ,14154,UNOMINDA
HMI150INAV-EQ,14241,HMI150INAV
ORIENTBELL-EQ,14278,ORIENTBELL
BALAMINES-EQ,14501,BALAMINES
BANSWRAS-EQ,14511,BANSWRAS
AROGRANITE-EQ,14557,AROGRANITE
081NSETEST-EQ,14767,081NSETEST
MAGNUM-EQ,14957,MAGNUM
AVALON-EQ,15058,AVALON
BVCL-EQ,15073,BVCL
KAUSHALYA-EQ,15136,KAUSHALYA
RHL-EQ,15157,RHL
BGRENERGY-EQ,15189,BGRENERGY
BIRLAMONEY-EQ,15239,BIRLAMONEY
RAIN-EQ,15337,RAIN
PDMJEPAPER-EQ,15377,PDMJEPAPER
RKEC-EQ,1547,RKEC
EIHAHOTELS-EQ,15399,EIHAHOTELS
GILLETTE-EQ,1576,GILLETTE
HCG-EQ,15555,HCG
BECTORFOOD-EQ,1628,BECTORFOOD
PAVNAIND-EQ,16192,PAVNAIND
PANACHE-EQ,16292,PANACHE
GOKUL-EQ,16705,GOKUL
UBL-EQ,16713,UBL
INDBANK-EQ,16933,INDBANK
AARTECH-EQ,17145,AARTECH
SENCO-EQ,17271,SENCO
BLS-EQ,17279,BLS
SALONA-EQ,17351,SALONA
UTKARSHBNK-EQ,17358,UTKARSHBNK
PREMEXPLN-EQ,17397,PREMEXPLN
BANKETF-EQ,17419,BANKETF
OIL-EQ,17438,OIL
INCREDIBLE-EQ,17507,INCREDIBLE
SETCO-EQ,17514,SETCO
ASALCBR-EQ,17598,ASALCBR
ALOKINDS-EQ,17675,ALOKINDS
ASTEC-EQ,17728,ASTEC
NIITMTS-EQ,17747,NIITMTS
SARDAEN-EQ,17758,SARDAEN
SBICARD-EQ,17971,SBICARD
DBREALTY-EQ,18124,DBREALTY
TVSSCS-EQ,18151,TVSSCS
RETAIL-EQ,24145,RETAIL
DEEDEV-EQ,24154,DEEDEV
ABGSEC-EQ,24404,ABGSEC
RUBFILA-EQ,24730,RUBFILA
GSEC10INAV-EQ,24850,GSEC10INAV
ADANIENT-EQ,25,ADANIENT
LTF-EQ,24948,LTF
EUREKAFORB-EQ,25162,EUREKAFORB
VASWANI-EQ,25340,VASWANI
PANAMAPET-EQ,25392,PANAMAPET
PAISALO-EQ,25468,PAISALO
DIFFNKG-EQ,25672,DIFFNKG
RUPA-EQ,25724,RUPA
BANKPSU-EQ,25725,BANKPSU
GARUDA-EQ,25800,GARUDA
OCCLLTD-EQ,25918,OCCLLTD
IT-EQ,2627,IT
RTNINDIA-EQ,27297,RTNINDIA
RANASUG-EQ,2837,RANASUG
RAYMOND-EQ,2859,RAYMOND
HITECH-EQ,2868,HITECH
ORCHASP-EQ,29492,ORCHASP
NATCAPSUQ-EQ,29583,NATCAPSUQ
BAJAJINDEF-EQ,29678,BAJAJINDEF
WONDERLA-EQ,3002,WONDERLA
GLD360INAV-EQ,30126,GLD360INAV
SAURASHCEM-EQ,3018,SAURASHCEM
SILVERCASE-EQ,30274,SILVERCASE
SBIBPB-EQ,30290,SBIBPB
MID150-EQ,30469,MID150
VEDL-EQ,3063,VEDL
INDOSTAR-EQ,3088,INDOSTAR
SHREECEM-EQ,3103,SHREECEM
TRANSWORLD-EQ,3129,TRANSWORLD
GILT5YBEES-EQ,3172,GILT5YBEES
LYPSAGEMS-EQ,31468,LYPSAGEMS
VALIANTORG-EQ,330,VALIANTORG
SUNFLAG-EQ,3348,SUNFLAG
SPMLINFRA-EQ,3321,SPMLINFRA
SWARAJENG-EQ,3384,SWARAJENG
CAMS-EQ,342,CAMS
BANARBEADS-EQ,347,BANARBEADS
HONAUT-EQ,3417,HONAUT
NAM-INDIA-EQ,357,NAM-INDIA
WSTCSTPAPR-EQ,3799,WSTCSTPAPR
ZUARIIND-EQ,3827,ZUARIIND
NIACL-EQ,399,NIACL
BIOFILCHEM-EQ,4136,BIOFILCHEM
REGENCERAM-EQ,4130,REGENCERAM
SANGAMIND-EQ,4184,SANGAMIND
HERITGFOOD-EQ,4598,HERITGFOOD
DCMFINSERV-EQ,4775,DCMFINSERV
INDSWFTLAB-EQ,4870,INDSWFTLAB
SAREGAMA-EQ,4892,SAREGAMA
ADROITINFO-EQ,4953,ADROITINFO
STYLAMIND-EQ,5186,STYLAMIND
BFSI-EQ,5220,BFSI
FMCGIETF-EQ,5306,FMCGIETF
WINDLAS-EQ,5366,WINDLAS
TRIGYN-EQ,5428,TRIGYN
GANESHBE-EQ,5614,GANESHBE
LAGNAM-EQ,5865,LAGNAM
SOUTHBANK-EQ,5948,SOUTHBANK
TECH-EQ,6462,TECH
IRIS-EQ,6489,IRIS
SONATSOFTW-EQ,6596,SONATSOFTW
CHOLAFIN-EQ,685,CHOLAFIN
GANECOS-EQ,6944,GANECOS
GOCOLORS-EQ,6964,GOCOLORS
DICIND-EQ,703,DICIND
SUPRIYA-EQ,7390,SUPRIYA
MANAKSTEEL-EQ,7463,MANAKSTEEL
WAAREERTL-EQ,756038,WAAREERTL
SILVER360-EQ,756150,SILVER360
NPST-EQ,756324,NPST
MON50EQUAL-EQ,756900,MON50EQUAL
EQUAL50-EQ,757142,EQUAL50
AEGISVOPAK-EQ,757336,AEGISVOPAK
TRAVELFOOD-EQ,757545,TRAVELFOOD
FISCHER-EQ,757658,FISCHER
RMDRIP-EQ,757834,RMDRIP
HDBFS-EQ,757772,HDBFS
CHEMBONDCH-EQ,757989,CHEMBONDCH
MOSILVER-EQ,758457,MOSILVER
LTGILTCASE-EQ,758705,LTGILTCASE
ELM250-EQ,758952,ELM250
FINKURVE-EQ,759239,FINKURVE
TATACAP-EQ,759265,TATACAP
CRAMC-EQ,759311,CRAMC
SMALL250-EQ,759814,SMALL250
BETA-EQ,759842,BETA
ESENSEX-EQ,759995,ESENSEX
ENIFTY-EQ,759998,ENIFTY
FABTECH-EQ,760125,FABTECH
NEPHROPLUS-EQ,760346,NEPHROPLUS
PARKHOSPS-EQ,760351,PARKHOSPS
ADVAIT-EQ,760657,ADVAIT
AUTOBEES-EQ,7880,AUTOBEES
MHLXMIRU-EQ,7886,MHLXMIRU
DCMSHRIRAM-EQ,811,DCMSHRIRAM
MANYAVAR-EQ,8167,MANYAVAR
MIDCAPETF-EQ,8413,MIDCAPETF
GMRP&UI-EQ,8529,GMRP&UI
E2E-EQ,8937,E2E
RITCO-EQ,8944,RITCO
EQUITASBNK-EQ,913,EQUITASBNK
RVNL-EQ,9552,RVNL
ETHOSLTD-EQ,9750,ETHOSLTD
EPL-EQ,981,EPL
SMARTLINK-EQ,9889,SMARTLINK
ALANKIT-EQ,9921,ALANKIT
VIKASLIFE-EQ,9931,VIKASLIFE
171NSETEST-EQ,23446,171NSETEST
AAKASH-EQ,235,AAKASH
GLOSTERLTD-EQ,23590,GLOSTERLTD
TBOTEK-EQ,23740,TBOTEK
NELCO-EQ,2388,NELCO
GODIGIT-EQ,23799,GODIGIT
SANDHAR-EQ,2397,SANDHAR
BBNPNBETF-EQ,24117,BBNPNBETF
ASHIANA-EQ,24403,ASHIANA
EVINDIA-EQ,24461,EVINDIA
MAITHANALL-EQ,24538,MAITHANALL
AVANTEL-EQ,24610,AVANTEL
OLAELEC-EQ,24777,OLAELEC
ORIENTPPR-EQ,2496,ORIENTPPR
INTERARCH-EQ,24909,INTERARCH
ECOSMOBLTY-EQ,25060,ECOSMOBLTY
RAYMONDLSL-EQ,25073,RAYMONDLSL
KROSS-EQ,25252,KROSS
WCIL-EQ,25403,WCIL
GROWWLIQID-EQ,25447,GROWWLIQID
LICMFGOLD-EQ,25640,LICMFGOLD
SRD-EQ,25737,SRD
VINCOFE-EQ,25835,VINCOFE
HYUNDAI-EQ,25844,HYUNDAI
GROWWGOLD-EQ,25872,GROWWGOLD
LEMONTREE-EQ,2606,LEMONTREE
DRCSYSTEMS-EQ,2645,DRCSYSTEMS
CHEMCON-EQ,270,CHEMCON
KPEL-EQ,27079,KPEL
ROSSTECH-EQ,27353,ROSSTECH
JUBLINGREA-EQ,2783,JUBLINGREA
ODIGMA-EQ,27571,ODIGMA
INNOVANA-EQ,27754,INNOVANA
CHEMFAB-EQ,2799,CHEMFAB
ANUHPHR-EQ,28314,ANUHPHR
IGIL-EQ,28378,IGIL
SENORES-EQ,28888,SENORES
KALYANKJIL-EQ,2955,KALYANKJIL
SAIL-EQ,2963,SAIL
SAKHTISUG-EQ,2969,SAKHTISUG
ORIENTELEC-EQ,2972,ORIENTELEC
NIBL-EQ,29733,NIBL
BHARATSE-EQ,30244,BHARATSE
ESSENTIA-EQ,30323,ESSENTIA
BAJAJHLDNG-EQ,305,BAJAJHLDNG
SBIN-EQ,3045,SBIN
GRWN50INAV-EQ,30540,GRWN50INAV
SMALL2INAV-EQ,30573,SMALL2INAV
SESHAPAPER-EQ,3066,SESHAPAPER
NEXT50INAV-EQ,30597,NEXT50INAV
HONDAPOWER-EQ,3138,HONDAPOWER
SCHNEIDER-EQ,31234,SCHNEIDER
SKFINDIA-EQ,3186,SKFINDIA
ADOR-EQ,34,ADOR
TATACHEM-EQ,3405,TATACHEM
ADANIGREEN-EQ,3563,ADANIGREEN
VESUVIUS-EQ,3676,VESUVIUS
UNITECH-EQ,3594,UNITECH
CAPLIPOINT-EQ,3906,CAPLIPOINT
PREMIERPOL-EQ,3908,PREMIERPOL
NAVA-EQ,4014,NAVA
KHAITANLTD-EQ,3912,KHAITANLTD
PANACEABIO-EQ,4055,PANACEABIO
BOSCH-HCIL-EQ,4491,BOSCH-HCIL
NEXT50IETF-EQ,4529,NEXT50IETF
SONACOMS-EQ,4684,SONACOMS
BANKINDIA-EQ,4745,BANKINDIA
MADRASFERT-EQ,4911,MADRASFERT
KPIGREEN-EQ,5108,KPIGREEN
TATVA-EQ,5162,TATVA
BPCL-EQ,526,BPCL
UTIAMC-EQ,527,UTIAMC
MAHAPEXLTD-EQ,5239,MAHAPEXLTD
BRITANNIA-EQ,547,BRITANNIA
MOL-EQ,5394,MOL
APTUS-EQ,5435,APTUS
KOTHARIPRO-EQ,5528,KOTHARIPRO
SHANTI-EQ,5650,SHANTI
SIKKO-EQ,6218,SIKKO
KRITI-EQ,6417,KRITI
FINOPB-EQ,6579,FINOPB
JINDALSTEL-EQ,6733,JINDALSTEL
NIPPOBATRY-EQ,6782,NIPPOBATRY
STEELCAS-EQ,6803,STEELCAS
BAJAJHCARE-EQ,6863,BAJAJHCARE
DMCC-EQ,6973,DMCC
BSOFT-EQ,6994,BSOFT
STARHEALTH-EQ,7083,STARHEALTH
SHALBY-EQ,714,SHALBY
JTLIND-EQ,7287,JTLIND
LIQUIDBETF-EQ,23915,LIQUIDBETF
BOROSCI-EQ,24014,BOROSCI
TOP100INAV-EQ,24086,TOP100INAV
OMINFRAL-EQ,24231,OMINFRAL
VSTTILLERS-EQ,24292,VSTTILLERS
LIQUIDSHRI-EQ,24374,LIQUIDSHRI
BANSALWIRE-EQ,24386,BANSALWIRE
KARMAENG-EQ,24385,KARMAENG
FILATEX-EQ,24532,FILATEX
CENTRUM-EQ,2454,CENTRUM
RUSHIL-EQ,24595,RUSHIL
RELTD-EQ,24596,RELTD
MANCREDIT-EQ,24823,MANCREDIT
